director_name,movie_title,actor_1_name,actor_2_name,actor_3_name,genres
Jean-Pierre Jeunet,a very long engagement,Denis Lavant,André Dussollier,Albert Dupontel,Drama Mystery Romance War
Stanley Kubrick,lolita,James Mason,Shelley Winters,Lois Maxwell,Crime Drama Romance
Jim Gillespie,eye see you,Sylvester Stallone,Tom Berenger,Charles S. Dutton,Crime Horror Mystery Thriller
Guillermo del Toro,blade ii,Norman Reedus,Thomas Kretschmann,Tony Curran,Action Horror Sci-Fi Thriller
Gabriele Muccino,seven pounds,Will Smith,Rosario Dawson,Madison Pettis,Drama Romance
Walter Hill,bullet to the head,Sylvester Stallone,Jason Momoa,Jon Seda,Action Thriller
Francis Ford Coppola,the godfather: part iii,Al Pacino,Joe Mantegna,Bridget Fonda,Crime Drama
Cameron Crowe,elizabethtown,Orlando Bloom,Kirsten Dunst,Judy Greer,Comedy Drama Romance
Anthony Russo,"you, me and dupree",Todd Stashwick,Billy Gardell,Amanda Detmer,Comedy Romance
Richard Lester,superman ii,Margot Kidder,Ned Beatty,Jackie Cooper,Action Adventure Romance Sci-Fi
Martin Brest,gigli,Todd Giebenhain,Lenny Venito,David Backus,Comedy Crime Romance
Steven Zaillian,all the king's men,Kate Winslet,Anthony Hopkins,Kevin Dunn,Drama Thriller
John Singleton,shaft,Christian Bale,Vanessa Williams,Daniel von Bargen,Action Crime Thriller
Don Bluth,anastasia,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,Adventure Animation Drama Family Fantasy Musical Mystery Romance
Baz Luhrmann,moulin rouge!,Jim Broadbent,Kylie Minogue,Richard Roxburgh,Drama Musical Romance
Harold Becker,domestic disturbance,Steve Buscemi,Teri Polo,Matt O'Leary,Crime Mystery Thriller
Scott Cooper,black mass,Johnny Depp,Benedict Cumberbatch,Adam Scott,Biography Crime Drama
Clint Eastwood,flags of our fathers,Paul Walker,Chris Bauer,Tom McCarthy,Drama History War
F. Gary Gray,law abiding citizen,Gerard Butler,Leslie Bibb,Michael Kelly,Crime Drama Thriller
Robert Rodriguez,grindhouse,Quentin Tarantino,Rosario Dawson,Zoë Bell,Action Horror Thriller
Jonathan Demme,beloved,Oprah Winfrey,Kimberly Elise,Hill Harper,Drama History Horror
Curtis Hanson,lucky you,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,Drama Romance Sport
Steven Spielberg,catch me if you can,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,Biography Crime Drama
Kathryn Bigelow,zero dark thirty,Jennifer Ehle,Harold Perrineau,Parker Sawyers,Drama History Thriller
Peyton Reed,the break-up,Jon Favreau,John Michael Higgins,Ann-Margret,Comedy Drama Romance
Phyllida Lloyd,mamma mia!,Colin Firth,Meryl Streep,Julie Walters,Comedy Family Musical Romance
Garry Marshall,valentine's day,Bradley Cooper,Taylor Lautner,Anne Hathaway,Comedy Romance
Jay Chandrasekhar,the dukes of hazzard,Alice Greczyn,Jessica Simpson,Michael Weston,Action Adventure Comedy
Terrence Malick,the thin red line,Nick Stahl,Miranda Otto,Dash Mihok,Drama War
David Dobkin,the change-up,Ryan Reynolds,Olivia Wilde,Mircea Monroe,Comedy Fantasy
Milos Forman,man on the moon,Matt Price,Gerry Becker,Tom Dreesen,Biography Comedy Drama
Martin Scorsese,casino,Robert De Niro,Don Rickles,Kevin Pollak,Biography Crime Drama
Pierre Morel,from paris with love,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,Action Thriller
Paul Hunter,bulletproof monk,Jaime King,Mako,Victoria Smurfit,Action Comedy Fantasy
Bobby Farrelly,"me, myself & irene",Robert Forster,Tony Cox,Rob Moran,Comedy
Steve Oedekerk,barnyard,Rob Paulsen,Wanda Sykes,Maurice LaMarche,Animation Comedy Family
John Whitesell,deck the halls,Matthew Broderick,Jorge Garcia,Alia Shawkat,Comedy Family
Chris Weitz,the twilight saga: new moon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance
Andrew Adamson,shrek,Kathleen Freeman,Chris Miller,Bobby Block,Adventure Animation Comedy Family Fantasy
George Nolfi,the adjustment bureau,Matt Damon,Michael Kelly,Jon Stewart,Romance Sci-Fi Thriller
Kevin Reynolds,robin hood: prince of thieves,Alan Rickman,Morgan Freeman,Michael Wincott,Action Adventure Drama Romance
Cameron Crowe,jerry maguire,Tom Cruise,Kelly Preston,Bonnie Hunt,Comedy Drama Romance Sport
Seth MacFarlane,ted,Mila Kunis,Seth MacFarlane,Tom Skerritt,Comedy Fantasy
James L. Brooks,as good as it gets,Lupe Ontiveros,Yeardley Smith,Shirley Knight,Comedy Drama Romance
Tom Shadyac,patch adams,Robin Williams,Philip Seymour Hoffman,Monica Potter,Biography Comedy Drama Romance
Adam McKay,anchorman 2: the legend continues,Harrison Ford,Will Ferrell,Steve Carell,Comedy
Steven Brill,mr. deeds,Steve Buscemi,Adam Sandler,Peter Gallagher,Comedy Romance
J.J. Abrams,super 8,Joel Courtney,AJ Michalka,Zach Mills,Mystery Sci-Fi Thriller
Steven Soderbergh,erin brockovich,Julia Roberts,Albert Finney,Conchata Ferrell,Biography Drama
Donald Petrie,how to lose a guy in 10 days,Matthew McConaughey,Adam Goldberg,Thomas Lennon,Comedy Romance
Phil Lord,22 jump street,Channing Tatum,Craig Roberts,Amber Stevens West,Action Comedy Crime
Neil Jordan,interview with the vampire: the vampire chronicles,Brad Pitt,Tom Cruise,Kirsten Dunst,Drama Fantasy Horror
Peyton Reed,yes man,Bradley Cooper,Zooey Deschanel,Danny Masterson,Comedy Romance
Rawson Marshall Thurber,central intelligence,Dwayne Johnson,Thomas Kretschmann,Megan Park,Action Comedy Crime
Chris Columbus,stepmom,Julia Roberts,Liam Aiken,Herbert Russell,Comedy Drama
Sean Anders,daddy's home,Will Ferrell,Linda Cardellini,Mark L. Young,Comedy Family
Rob Marshall,into the woods,Johnny Depp,Meryl Streep,Anna Kendrick,Adventure Comedy Drama Fantasy Musical
Spike Lee,inside man,Denzel Washington,James Ransone,Peter Gerety,Crime Drama Mystery Thriller
Brian Helgeland,payback,Bill Duke,Deborah Kara Unger,William Devane,Action Crime Drama Thriller
Frank Marshall,congo,Dylan Walsh,Joe Don Baker,Grant Heslov,Action Adventure Mystery Sci-Fi
Cameron Crowe,we bought a zoo,Scarlett Johansson,Matt Damon,Stephanie Szostak,Comedy Drama Family
Alex Proyas,knowing,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,Drama Mystery Sci-Fi Thriller
Tom Dey,failure to launch,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,Comedy Romance
Hideo Nakata,the ring two,Naomi Watts,Gary Cole,Sissy Spacek,Horror Mystery
Glenn Ficarra,"crazy, stupid, love.",Ryan Gosling,Emma Stone,Steve Carell,Comedy Drama Romance
Peter Hewitt,garfield,Bill Murray,Mark Christopher Lawrence,Michael Monks,Animation Comedy Family Fantasy
Joe Roth,christmas with the kranks,Jamie Lee Curtis,Cheech Marin,Jake Busey,Comedy Family
Bennett Miller,moneyball,Philip Seymour Hoffman,Robin Wright,Brad Pitt,Biography Drama Sport
Wolfgang Petersen,outbreak,Kevin Spacey,Morgan Freeman,Rene Russo,Action Drama Thriller
Jaume Collet-Serra,non-stop,Liam Neeson,Nate Parker,Scoot McNairy,Action Mystery Thriller
Andy Fickman,race to witch mountain,Dwayne Johnson,Billy Brown,Tom Everett Scott,Action Adventure Family Fantasy Sci-Fi Thriller
James McTeigue,v for vendetta,Natalie Portman,Eddie Marsan,Rupert Graves,Action Drama Thriller
David Dobkin,shanghai knights,Fann Wong,Anna-Louise Plowman,Georgina Chapman,Action Adventure Comedy
unknown,unforgotten            ,Bernard Hill,Gemma Jones,Nicola Walker,Crime Drama
Matthew O'Callaghan,curious george,Will Ferrell,Frank Welker,Alexander Gould,Adventure Animation Comedy Family
Angela Robinson,herbie fully loaded,Scoot McNairy,Thomas Lennon,Cheryl Hines,Adventure Comedy Family Fantasy Romance Sport
Gary Fleder,don't say a word,Oliver Platt,Jennifer Esposito,Conrad Goode,Crime Drama Mystery Thriller
Tommy Wirkola,hansel & gretel: witch hunters,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,Action Fantasy Horror
Adrian Lyne,unfaithful,Olivier Martinez,Erik Per Sullivan,Chad Lowe,Drama Thriller
D.J. Caruso,i am number four,Alex Pettyfer,Emily Wickersham,Reuben Langdon,Action Adventure Sci-Fi Thriller
Stephen Gaghan,syriana,Matt Damon,Amr Waked,Kayvan Novak,Drama Thriller
Michael Bay,13 hours,Toby Stephens,James Badge Dale,David Costabile,Action Drama Thriller War
Jorge R. Gutiérrez,the book of life,Channing Tatum,Hector Elizondo,Ana de la Reguera,Adventure Animation Comedy Family Fantasy Romance
Richard Loncraine,firewall,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,Crime Thriller
Clint Eastwood,absolute power,Clint Eastwood,Mark Margolis,Scott Glenn,Action Crime Drama Thriller
Ridley Scott,g.i. jane,Viggo Mortensen,Demi Moore,John Michael Higgins,Action Drama War
David Fincher,the game,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,Drama Mystery Thriller
Christophe Gans,silent hill,Radha Mitchell,Deborah Kara Unger,Alice Krige,Adventure Horror Mystery
Howard Deutch,the replacements,Keanu Reeves,Jon Favreau,Faizon Love,Comedy Sport
Jon Hurwitz,american reunion,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,Comedy
F. Gary Gray,the negotiator,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan,Action Crime Drama Mystery Thriller
Steven Quale,into the storm,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,Action Thriller
John Landis,beverly hills cop iii,Louis Lombardi,Jon Tenney,Gilbert R. Hill,Action Comedy Crime Thriller
Joe Dante,gremlins 2: the new batch,Christopher Lee,Robert Picardo,Phoebe Cates,Comedy Fantasy Horror
David Dobkin,the judge,Robert Downey Jr.,Robert Duvall,Leighton Meester,Crime Drama
Mimi Leder,the peacemaker,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,Action Thriller
Alexander Witt,resident evil: apocalypse,Milla Jovovich,Thomas Kretschmann,Mike Epps,Action Horror Sci-Fi Thriller
Beeban Kidron,bridget jones: the edge of reason,Colin Firth,Jim Broadbent,Celia Imrie,Comedy Drama Romance
Carl Franklin,out of time,Denzel Washington,Sanaa Lathan,John Billingsley,Crime Drama Romance Thriller
Steven Seagal,on deadly ground,Mike Starr,Joan Chen,Sven-Ole Thorsen,Action Adventure Thriller
Robert Rodriguez,the adventures of sharkboy and lavagirl 3-d,Taylor Lautner,Kristin Davis,Taylor Dooley,Action Adventure Family Fantasy
Danny Boyle,the beach,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,Adventure Drama Thriller
Garry Marshall,raising helen,Amber Valletta,Felicity Huffman,Spencer Breslin,Comedy Drama Romance
James McTeigue,ninja assassin,Shô Kosugi,Ben Miles,Rain,Action Crime Thriller
Sam Raimi,for love of the game,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,Drama Romance Sport
unknown,a touch of frost            ,David Jason,Bruce Alexander,John Lyons,Crime Drama Mystery
Andrew Bergman,striptease,Demi Moore,Rumer Willis,Paul Guilfoyle,Comedy Crime Drama Thriller
Tom Dey,marmaduke,Emma Stone,Judy Greer,Steve Coogan,Comedy Family
Clint Eastwood,hereafter,Matt Damon,Jay Mohr,Cécile De France,Drama Fantasy
Barbet Schroeder,murder by numbers,Ryan Gosling,Chris Penn,Agnes Bruckner,Crime Mystery Thriller
Richard Donner,assassins,Muse Watson,Sylvester Stallone,Kelly Rowan,Action Crime Thriller
Peter Webber,hannibal rising,Li Gong,Stephen Walters,Richard Brake,Crime Drama Thriller
Rob Reiner,the story of us,Bruce Willis,Tim Matheson,Rita Wilson,Comedy Drama Romance
Andrew Niccol,the host,J.D. Evermore,Chandler Canterbury,Rachel Roberts,Action Adventure Romance Sci-Fi Thriller
John McTiernan,basic,Connie Nielsen,Harry Connick Jr.,Tim Daly,Action Crime Drama Mystery Thriller
Clint Eastwood,blood work,Clint Eastwood,Anjelica Huston,Rick Hoffman,Action Crime Drama Mystery Thriller
Tom Tykwer,the international,Naomi Watts,Brían F. O'Byrne,Armin Mueller-Stahl,Action Crime Drama Mystery Thriller
John Carpenter,escape from l.a.,Steve Buscemi,Valeria Golino,Michelle Forbes,Action Adventure Sci-Fi Thriller
unknown,twisted            ,Grey Damon,Brittany Curran,Aaron Hill,Drama Mystery Thriller
Brad Bird,the iron giant,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,Action Adventure Animation Comedy Drama Family Sci-Fi
Wes Anderson,the life aquatic with steve zissou,Bill Murray,Anjelica Huston,Matthew Gray Gubler,Adventure Comedy Drama
Gary Ross,free state of jones,Matthew McConaughey,Donald Watkins,Jessica Collins,Action Biography Drama History War
Alan Parker,the life of david gale,Kevin Spacey,Kate Winslet,Matt Craven,Crime Drama Thriller
Stephen Herek,man of the house,Christina Milian,Vanessa Ferlito,Kelli Garner,Action Comedy
Jaume Collet-Serra,run all night,Liam Neeson,Common,Bruce McGill,Action Crime Drama Thriller
David Cronenberg,eastern promises,Viggo Mortensen,Naomi Watts,Raza Jaffrey,Crime Mystery Thriller
John Stockwell,into the blue,Paul Walker,James Frain,Ashley Scott,Action Adventure Crime Thriller
Luc Besson,the messenger: the story of joan of arc,Paul Brooke,David Bailie,Rab Affleck,Adventure Biography Drama History War
David Gordon Green,your highness,Natalie Portman,Zooey Deschanel,James Franco,Adventure Comedy Fantasy
Jim Sheridan,dream house,Naomi Watts,Gregory Smith,Sarah Gadon,Drama Mystery Thriller
Costa-Gavras,mad city,Mia Kirshner,Blythe Danner,William Atherton,Crime Drama Thriller
Patrick Read Johnson,baby's day out,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,Adventure Comedy Crime Drama Family
Roland Joffé,the scarlet letter,Gary Oldman,Robert Duvall,Demi Moore,Drama Romance
Doug Liman,fair game,Naomi Watts,Ty Burrell,Brooke Smith,Biography Drama Thriller
unknown,defiance            ,Julie Benz,Tony Curran,Grant Bowler,Action Drama Sci-Fi
Tony Scott,domino,Ian Ziering,Mo'Nique,Edgar Ramírez,Action Biography Crime Drama Thriller
William Friedkin,jade,Michael Biehn,Chazz Palminteri,Linda Fiorentino,Crime Drama Thriller
Mark Neveldine,gamer,Gerard Butler,Logan Lerman,Alison Lohman,Action Sci-Fi Thriller
Richard LaGravenese,beautiful creatures,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince,Drama Fantasy Romance
Danny DeVito,death to smoochy,Robin Williams,Vincent Schiavelli,Danny Woodburn,Comedy Crime Drama Thriller
Ben Stiller,zoolander 2,Milla Jovovich,Will Ferrell,Justin Theroux,Comedy
George Armitage,the big bounce,Morgan Freeman,Andrew Wilson,Willie Nelson,Comedy Crime
Mike Nichols,what planet are you from?,Judy Greer,Linda Fiorentino,Garry Shandling,Comedy Sci-Fi
Patrick Lussier,drive angry,Nicolas Cage,Billy Burke,Katy Mixon,Action Fantasy Thriller
Andrzej Bartkowiak,street fighter: the legend of chun-li,Chris Klein,Robin Shou,Josie Ho,Action Crime Drama Mystery Thriller
James Wong,the one,Jason Statham,Jet Li,Delroy Lindo,Action Sci-Fi Thriller
unknown,outlander            ,Tobias Menzies,Graham McTavish,Stephen Walters,Drama Romance Sci-Fi
Renny Harlin,the adventures of ford fairlane,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,Action Adventure Comedy Crime Music Mystery
Richard Curtis,pirate radio,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,Comedy Drama Music
Steven Soderbergh,traffic,Michael O'Neill,Jacob Vargas,James Lew,Crime Drama Thriller
Steven Spielberg,indiana jones and the last crusade,Harrison Ford,Julian Glover,Alison Doody,Action Adventure Fantasy
Joe Wright,anna karenina,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,Drama Romance
Neill Blomkamp,chappie,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,Action Crime Drama Sci-Fi Thriller
Phillip Noyce,the bone collector,Denzel Washington,Angelina Jolie Pitt,Leland Orser,Crime Drama Mystery Thriller
David Fincher,panic room,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,Crime Drama Thriller
Chuck Bowman,the tooth fairy,P.J. Soles,Lochlyn Munro,Steve Bacic,Horror Thriller
David O. Russell,three kings,Judy Greer,Jamie Kennedy,Mykelti Williamson,Action Adventure Comedy Drama War
Daniel Espinosa,child 44,Tom Hardy,Fares Fares,Michael Nardone,Crime Drama Thriller
Jerry Zucker,rat race,Corinna Harney,Douglas Haase,Vince Vieluf,Adventure Comedy
Iain Softley,k-pax,Kevin Spacey,Jeff Bridges,Alfre Woodard,Drama Mystery Sci-Fi
James Mangold,kate & leopold,Hugh Jackman,Natasha Lyonne,Bradley Whitford,Comedy Fantasy Romance
Harold Ramis,bedazzled,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,Comedy Fantasy Romance
Francis Ford Coppola,the cotton club,Nicolas Cage,Bob Hoskins,Fred Gwynne,Crime Drama Music
James Mangold,3:10 to yuma,Christian Bale,Logan Lerman,Gretchen Mol,Adventure Crime Drama Western
Olivier Megaton,taken 3,Liam Neeson,Dougray Scott,Jon Gries,Action Thriller
Steven Soderbergh,out of sight,Don Cheadle,Albert Brooks,Keith Hudson,Crime Drama Romance Thriller
Ben Stiller,the cable guy,Matthew Broderick,Janeane Garofalo,Andy Dick,Comedy Drama Thriller
Deepa Mehta,earth,Nandita Das,Gulshan Grover,Eric Peterson,Drama Romance War
Warren Beatty,dick tracy,Charlie Korsmo,Warren Beatty,Seymour Cassel,Action Comedy Crime Music Romance Thriller
John McTiernan,the thomas crown affair,Mark Margolis,Faye Dunaway,Denis Leary,Crime Romance Thriller
Penny Marshall,riding in cars with boys,Rosie Perez,Adam Garcia,Alissa Dean,Biography Comedy Drama
Ted Kotcheff,first blood,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama
Andrei Tarkovsky,solaris,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,Drama Mystery Sci-Fi
Paul Bolger,happily n'ever after,Sarah Michelle Gellar,George Carlin,Rob Paulsen,Adventure Animation Comedy Family Fantasy
Stephen Frears,mary reilly,Julia Roberts,Bronagh Gallagher,George Cole,Drama Horror Romance Thriller
P.J. Hogan,my best friend's wedding,Julia Roberts,Christopher Masterson,Rupert Everett,Comedy Romance
Joe Roth,america's sweethearts,Julia Roberts,Rainn Wilson,Larry King,Comedy Romance
Christopher Nolan,insomnia,Al Pacino,Maura Tierney,Crystal Lowe,Drama Mystery Thriller
Jonathan Frakes,star trek: first contact,LeVar Burton,Alfre Woodard,Jonathan Frakes,Action Adventure Drama Sci-Fi Thriller
Jimmy Hayward,jonah hex,Michael Fassbender,Billy Blair,Julia Jones,Action Drama Fantasy Thriller Western
Edward Zwick,courage under fire,Denzel Washington,Matt Damon,Scott Glenn,Action Drama Mystery Thriller War
Tom Shadyac,liar liar,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,Comedy Fantasy Romance
Brad Furman,the infiltrator,Joseph Gilgun,Amy Ryan,Olympia Dukakis,Biography Crime Drama Thriller
Terence Young,inchon,Laurence Olivier,Ben Gazzara,Jacqueline Bisset,Drama History War
Brian Levant,the flintstones,Jonathan Winters,Elizabeth Perkins,Harvey Korman,Comedy Family Fantasy
Olivier Megaton,taken 2,Liam Neeson,Luke Grimes,D.B. Sweeney,Action Crime Thriller
David Zucker,scary movie 3,Regina Hall,Pamela Anderson,Jenny McCarthy,Comedy
Donald Petrie,miss congeniality,Candice Bergen,Wendy Raquel Robinson,Heather Burns,Action Comedy Crime Romance
Eric Brevig,journey to the center of the earth,Josh Hutcherson,Brendan Fraser,Anita Briem,Action Adventure Family Fantasy Sci-Fi
Garry Marshall,the princess diaries 2: royal engagement,Anne Hathaway,Raven-Symoné,Hector Elizondo,Comedy Family Romance
Alan J. Pakula,the pelican brief,Denzel Washington,Julia Roberts,Tony Goldwyn,Crime Drama Mystery Thriller
Joel Schumacher,the client,Bradley Whitford,Anthony LaPaglia,Brad Renfro,Crime Drama Mystery Thriller
Rob Reiner,the bucket list,Morgan Freeman,Noel Gugliemi,Sean Hayes,Adventure Comedy Drama
Phillip Noyce,patriot games,Harrison Ford,Polly Walker,Patrick Bergin,Action Thriller
Robert Luketic,monster-in-law,Adam Scott,Jane Fonda,Elaine Stritch,Comedy Romance
Denis Villeneuve,prisoners,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,Crime Drama Mystery Thriller
Antoine Fuqua,training day,Denzel Washington,Snoop Dogg,Tom Berenger,Crime Drama Thriller
Dean Parisot,galaxy quest,Alan Rickman,Enrico Colantoni,Robin Sachs,Adventure Comedy Sci-Fi
Keenen Ivory Wayans,scary movie 2,Natasha Lyonne,Veronica Cartwright,Andy Richter,Comedy
James Bobin,the muppets,Bill Cobbs,Eric Jacobson,Steve Whitmire,Adventure Comedy Family Musical
Stephen Norrington,blade,Sanaa Lathan,Traci Lords,Udo Kier,Action Horror
