director_name,movie_title,actor_1_name,actor_2_name,actor_3_name,genres,comb
Anne Fletcher,the proposal,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy Drama Romance,Ryan Reynolds Denis O'Hare Craig T. Nelson Anne Fletcher Comedy Drama Romance
Bruce Beresford,double jeopardy,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime Mystery Thriller,Bruce Greenwood Annabeth Gish Bruce Campbell Bruce Beresford Crime Mystery Thriller
Robert Zemeckis,back to the future part ii,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi
Luc Besson,lucy,Scarlett Johansson,Morgan Freeman,Amr Waked,Action Sci-Fi Thriller,Scarlett Johansson Morgan Freeman Amr Waked Luc Besson Action Sci-Fi Thriller
Sam Taylor-Johnson,fifty shades of grey,Jennifer Ehle,Luke Grimes,Callum Rennie,Drama Romance,Jennifer Ehle Luke Grimes Callum Rennie Sam Taylor-Johnson Drama Romance
Robert Rodriguez,spy kids 3-d: game over,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,Sylvester Stallone Salma Hayek Alexa PenaVega Robert Rodriguez Action Adventure Comedy Family Sci-Fi
Joel Schumacher,a time to kill,Kevin Spacey,Matthew McConaughey,Oliver Platt,Crime Drama Thriller,Kevin Spacey Matthew McConaughey Oliver Platt Joel Schumacher Crime Drama Thriller
Shawn Levy,cheaper by the dozen,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy Family,Tom Welling Alyson Stoner Bonnie Hunt Shawn Levy Comedy Family
Peter Berg,lone survivor,Jerry Ferrara,Scott Elrod,Dan Bilzerian,Action Biography Drama Thriller War,Jerry Ferrara Scott Elrod Dan Bilzerian Peter Berg Action Biography Drama Thriller War
Penny Marshall,a league of their own,Tom Hanks,Lori Petty,Rosie O'Donnell,Comedy Drama Sport,Tom Hanks Lori Petty Rosie O'Donnell Penny Marshall Comedy Drama Sport
James Wan,the conjuring 2,Javier Botet,Frances O'Connor,Robin Atkin Downes,Horror Mystery Thriller,Javier Botet Frances O'Connor Robin Atkin Downes James Wan Horror Mystery Thriller
David Fincher,the social network,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,Biography Drama,Andrew Garfield Dustin Fitzsimons Marcella Lentz-Pope David Fincher Biography Drama
Ken Kwapis,he's just not that into you,Carmen Perez,Sabrina Revelle,Sachiko Ishida,Comedy Drama Romance,Carmen Perez Sabrina Revelle Sachiko Ishida Ken Kwapis Comedy Drama Romance
David Zucker,scary movie 4,Beau Mirchoff,Carmen Electra,Regina Hall,Comedy,Beau Mirchoff Carmen Electra Regina Hall David Zucker Comedy
Wes Craven,scream 3,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Horror Mystery,Kelly Rutherford Roger Jackson Nancy O'Dell Wes Craven Horror Mystery
Robert Zemeckis,back to the future part iii,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi Western,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi Western
Etan Cohen,get hard,Will Ferrell,Alison Brie,Craig T. Nelson,Comedy Crime,Will Ferrell Alison Brie Craig T. Nelson Etan Cohen Comedy Crime
Francis Ford Coppola,bram stoker's dracula,Keanu Reeves,Anthony Hopkins,Gary Oldman,Fantasy Horror Romance,Keanu Reeves Anthony Hopkins Gary Oldman Francis Ford Coppola Fantasy Horror Romance
Nora Ephron,julie & julia,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,Biography Drama Romance,Meryl Streep Mary Lynn Rajskub Vanessa Ferlito Nora Ephron Biography Drama Romance
Brian Helgeland,42,Harrison Ford,Christopher Meloni,Nicole Beharie,Biography Drama Sport,Harrison Ford Christopher Meloni Nicole Beharie Brian Helgeland Biography Drama Sport
Anthony Minghella,the talented mr. ripley,Philip Seymour Hoffman,Matt Damon,Jack Davenport,Crime Drama Thriller,Philip Seymour Hoffman Matt Damon Jack Davenport Anthony Minghella Crime Drama Thriller
Bobby Farrelly,dumb and dumber to,Bill Murray,Kathleen Turner,Rob Riggle,Comedy,Bill Murray Kathleen Turner Rob Riggle Bobby Farrelly Comedy
Frank Marshall,eight below,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure Drama Family,Paul Walker Bruce Greenwood Wendy Crewson Frank Marshall Adventure Drama Family
Nancy Meyers,the intern,Robert De Niro,Anne Hathaway,Rene Russo,Comedy Drama,Robert De Niro Anne Hathaway Rene Russo Nancy Meyers Comedy Drama
Tim Story,ride along 2,Olivia Munn,Nadine Velazquez,Bruce McGill,Action Comedy,Olivia Munn Nadine Velazquez Bruce McGill Tim Story Action Comedy
Michael Mann,the last of the mohicans,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,Wes Studi Terry Kinney Eric Schweig Michael Mann Action Adventure Drama Romance War
Taylor Hackford,ray,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,Biography Drama Music,Bokeem Woodbine Curtis Armstrong Harry Lennix Taylor Hackford Biography Drama Music
Frank Miller,sin city,Rosario Dawson,Powers Boothe,Jason Douglas,Crime Thriller,Rosario Dawson Powers Boothe Jason Douglas Frank Miller Crime Thriller
Pete Travis,vantage point,Dennis Quaid,Edgar Ramírez,William Hurt,Crime Drama Mystery Thriller,Dennis Quaid Edgar Ramírez William Hurt Pete Travis Crime Drama Mystery Thriller
John Hamburg,"i love you, man",J.K. Simmons,Jon Favreau,Jane Curtin,Comedy Romance,J.K. Simmons Jon Favreau Jane Curtin John Hamburg Comedy Romance
Bobby Farrelly,shallow hal,Jason Alexander,Bruce McGill,Susan Ward,Comedy Drama Fantasy Romance,Jason Alexander Bruce McGill Susan Ward Bobby Farrelly Comedy Drama Fantasy Romance
Oliver Stone,jfk,Sally Kirkland,Jay O. Sanders,Cheryl Penland,Drama History Thriller,Sally Kirkland Jay O. Sanders Cheryl Penland Oliver Stone Drama History Thriller
John Whitesell,big momma's house 2,Chloë Grace Moretz,Nia Long,Marisol Nichols,Comedy Crime,Chloë Grace Moretz Nia Long Marisol Nichols John Whitesell Comedy Crime
Gore Verbinski,the mexican,J.K. Simmons,Brad Pitt,Julia Roberts,Adventure Comedy Crime Romance,J.K. Simmons Brad Pitt Julia Roberts Gore Verbinski Adventure Comedy Crime Romance
Angelina Jolie Pitt,unbroken,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,Finn Wittrock Jack O'Connell Alex Russell Angelina Jolie Pitt Biography Drama Sport War
Burr Steers,17 again,Matthew Perry,Hunter Parrish,Thomas Lennon,Comedy Drama Family Fantasy Romance,Matthew Perry Hunter Parrish Thomas Lennon Burr Steers Comedy Drama Family Fantasy Romance
Nick Cassavetes,the other woman,Don Johnson,Kate Upton,David Thornton,Comedy Romance,Don Johnson Kate Upton David Thornton Nick Cassavetes Comedy Romance
David R. Ellis,the final destination,Krista Allen,Andrew Fiscella,Shantel VanSanten,Horror,Krista Allen Andrew Fiscella Shantel VanSanten David R. Ellis Horror
Steven Spielberg,bridge of spies,Tom Hanks,Mark Rylance,Amy Ryan,Drama History Thriller,Tom Hanks Mark Rylance Amy Ryan Steven Spielberg Drama History Thriller
John Moore,behind enemy lines,Joaquim de Almeida,David Keith,Sam Jaeger,Action Drama Thriller War,Joaquim de Almeida David Keith Sam Jaeger John Moore Action Drama Thriller War
Nicholas Stoller,get him to the greek,Pink,Mario Lopez,Lino Facioli,Comedy Music,Pink Mario Lopez Lino Facioli Nicholas Stoller Comedy Music
Peter Chelsom,shall we dance,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,Comedy Drama Romance,Lisa Ann Walter Nick Cannon Omar Benson Miller Peter Chelsom Comedy Drama Romance
Joe Dante,small soldiers,Kirsten Dunst,Denis Leary,Robert Picardo,Action Adventure Comedy Family Sci-Fi,Kirsten Dunst Denis Leary Robert Picardo Joe Dante Action Adventure Comedy Family Sci-Fi
Mark A.Z. Dippé,spawn,Michael Jai White,Frank Welker,Miko Hughes,Action Horror,Michael Jai White Frank Welker Miko Hughes Mark A.Z. Dippé Action Horror
Kevin Reynolds,the count of monte cristo,Henry Cavill,James Frain,Michael Wincott,Action Adventure Drama Romance Thriller,Henry Cavill James Frain Michael Wincott Kevin Reynolds Action Adventure Drama Romance Thriller
Brad Furman,the lincoln lawyer,Matthew McConaughey,Margarita Levieva,Frances Fisher,Crime Drama Thriller,Matthew McConaughey Margarita Levieva Frances Fisher Brad Furman Crime Drama Thriller
Christopher Nolan,the prestige,Christian Bale,Hugh Jackman,Scarlett Johansson,Drama Mystery Sci-Fi Thriller,Christian Bale Hugh Jackman Scarlett Johansson Christopher Nolan Drama Mystery Sci-Fi Thriller
Sean Anders,horrible bosses 2,Kevin Spacey,Christoph Waltz,Lindsay Sloane,Comedy Crime,Kevin Spacey Christoph Waltz Lindsay Sloane Sean Anders Comedy Crime
Cal Brunker,escape from planet earth,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Adventure Animation Comedy Family Sci-Fi,Brendan Fraser Paul Scheer Jonathan Morgan Heit Cal Brunker Adventure Animation Comedy Family Sci-Fi
Mel Gibson,apocalypto,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Action Adventure Drama Thriller,Rudy Youngblood Dalia Hernández Jonathan Brewer Mel Gibson Action Adventure Drama Thriller
John Glen,the living daylights,Joe Don Baker,Desmond Llewelyn,Art Malik,Action Adventure Thriller,Joe Don Baker Desmond Llewelyn Art Malik John Glen Action Adventure Thriller
Nimród Antal,predators,Topher Grace,Alice Braga,Derek Mears,Action Adventure Sci-Fi Thriller,Topher Grace Alice Braga Derek Mears Nimród Antal Action Adventure Sci-Fi Thriller
Ivan Reitman,legal eagles,Brian Dennehy,Debra Winger,Roscoe Lee Browne,Comedy Crime Romance,Brian Dennehy Debra Winger Roscoe Lee Browne Ivan Reitman Comedy Crime Romance
David Koepp,secret window,Johnny Depp,Charles S. Dutton,Timothy Hutton,Mystery Thriller,Johnny Depp Charles S. Dutton Timothy Hutton David Koepp Mystery Thriller
Alejandro Agresti,the lake house,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Drama Fantasy Romance,Keanu Reeves Dylan Walsh Ebon Moss-Bachrach Alejandro Agresti Drama Fantasy Romance
Iain Softley,the skeleton key,Gena Rowlands,Deneen Tyler,Joy Bryant,Horror Mystery Thriller,Gena Rowlands Deneen Tyler Joy Bryant Iain Softley Horror Mystery Thriller
Peter Hedges,the odd life of timothy green,Jennifer Garner,Odeya Rush,Common,Comedy Drama Family Fantasy,Jennifer Garner Odeya Rush Common Peter Hedges Comedy Drama Family Fantasy
Paul Weiland,made of honor,Busy Philipps,Beau Garrett,Kevin Sussman,Comedy Romance,Busy Philipps Beau Garrett Kevin Sussman Paul Weiland Comedy Romance
Clint Eastwood,jersey boys,Johnny Cannizzaro,Steve Schirripa,Scott Vance,Biography Drama Music Musical,Johnny Cannizzaro Steve Schirripa Scott Vance Clint Eastwood Biography Drama Music Musical
Francis Ford Coppola,the rainmaker,Matt Damon,Dean Stockwell,Virginia Madsen,Crime Drama Thriller,Matt Damon Dean Stockwell Virginia Madsen Francis Ford Coppola Crime Drama Thriller
Mathieu Kassovitz,gothika,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Horror Mystery Thriller,Robert Downey Jr. Charles S. Dutton Bernard Hill Mathieu Kassovitz Horror Mystery Thriller
Steven Spielberg,amistad,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,Drama History,Anthony Hopkins Morgan Freeman Matthew McConaughey Steven Spielberg Drama History
John McTiernan,medicine man,Lorraine Bracco,José Wilker,Sean Connery,Adventure Drama Romance,Lorraine Bracco José Wilker Sean Connery John McTiernan Adventure Drama Romance
Colin Strause,aliens vs. predator: requiem,Sam Trammell,Johnny Lewis,Ian Whyte,Action Horror Sci-Fi Thriller,Sam Trammell Johnny Lewis Ian Whyte Colin Strause Action Horror Sci-Fi Thriller
Donald Petrie,ri¢hie ri¢h,Macaulay Culkin,John Larroquette,Jonathan Hyde,Comedy Family,Macaulay Culkin John Larroquette Jonathan Hyde Donald Petrie Comedy Family
Joan Chen,autumn in new york,J.K. Simmons,Sam Trammell,Elaine Stritch,Drama Romance,J.K. Simmons Sam Trammell Elaine Stritch Joan Chen Drama Romance
Marc Lawrence,music and lyrics,Brad Garrett,Scott Porter,Haley Bennett,Comedy Music Romance,Brad Garrett Scott Porter Haley Bennett Marc Lawrence Comedy Music Romance
Greg Mottola,paul,Bobby Lee,Nelson Ascencio,Jeremy Owen,Adventure Comedy Sci-Fi,Bobby Lee Nelson Ascencio Jeremy Owen Greg Mottola Adventure Comedy Sci-Fi
Anne Fletcher,the guilt trip,Miriam Margolyes,Tom Virtue,Julene Renee,Comedy Drama,Miriam Margolyes Tom Virtue Julene Renee Anne Fletcher Comedy Drama
Wes Craven,scream 4,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Horror Mystery,Alison Brie Aimee Teegarden Shenae Grimes-Beech Wes Craven Horror Mystery
Joel Schumacher,8mm,Nicolas Cage,Chris Bauer,Anthony Heald,Mystery Thriller,Nicolas Cage Chris Bauer Anthony Heald Joel Schumacher Mystery Thriller
Oliver Stone,the doors,Michael Wincott,Kevin Dillon,Kathleen Quinlan,Biography Drama Music Musical,Michael Wincott Kevin Dillon Kathleen Quinlan Oliver Stone Biography Drama Music Musical
Jake Kasdan,sex tape,James Wilcox,Randall Park,Nat Faxon,Comedy,James Wilcox Randall Park Nat Faxon Jake Kasdan Comedy
Diane Keaton,hanging up,Adam Arkin,Celia Weston,Jesse James,Comedy Drama,Adam Arkin Celia Weston Jesse James Diane Keaton Comedy Drama
Steven Quale,final destination 5,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Horror,Emma Bell Jacqueline MacInnes Wood Courtney B. Vance Steven Quale Horror
Kelly Makin,mickey blue eyes,Jeanne Tripplehorn,Burt Young,Vincent Pastore,Comedy Crime Romance,Jeanne Tripplehorn Burt Young Vincent Pastore Kelly Makin Comedy Crime Romance
Mimi Leder,pay it forward,Kevin Spacey,Haley Joel Osment,Angie Dickinson,Drama,Kevin Spacey Haley Joel Osment Angie Dickinson Mimi Leder Drama
Bobby Farrelly,fever pitch,Jimmy Fallon,KaDee Strickland,Ione Skye,Comedy Drama Romance Sport,Jimmy Fallon KaDee Strickland Ione Skye Bobby Farrelly Comedy Drama Romance Sport
unknown,arthur            ,Bruce Dinsmore,Melissa Altro,Daniel Brochu,Animation Comedy Family,Bruce Dinsmore Melissa Altro Daniel Brochu unknown Animation Comedy Family
Steven Brill,drillbit taylor,Lisa Ann Walter,Shaun Weiss,Matt Walsh,Comedy Drama,Lisa Ann Walter Shaun Weiss Matt Walsh Steven Brill Comedy Drama
Seth MacFarlane,a million ways to die in the west,Liam Neeson,Charlize Theron,Seth MacFarlane,Comedy Western,Liam Neeson Charlize Theron Seth MacFarlane Seth MacFarlane Comedy Western
Russell Mulcahy,the shadow,Jonathan Winters,Peter Boyle,John Kapelos,Action Adventure Crime Fantasy Mystery Thriller,Jonathan Winters Peter Boyle John Kapelos Russell Mulcahy Action Adventure Crime Fantasy Mystery Thriller
Stephen Daldry,extremely loud & incredibly close,Tom Hanks,Thomas Horn,Stephen Henderson,Adventure Drama Mystery,Tom Hanks Thomas Horn Stephen Henderson Stephen Daldry Adventure Drama Mystery
Roger Michell,morning glory,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Comedy Drama Romance,Noah Bean Patti D'Arbanville Vanessa Aspillaga Roger Michell Comedy Drama Romance
Jim Sheridan,get rich or die tryin',50 Cent,Bill Duke,Marc John Jefferies,Biography Crime Drama Music,50 Cent Bill Duke Marc John Jefferies Jim Sheridan Biography Crime Drama Music
Christian Duguay,the art of war,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Action Adventure Crime Thriller,Michael Biehn Cary-Hiroyuki Tagawa Anne Archer Christian Duguay Action Adventure Crime Thriller
Chris Columbus,rent,Rosario Dawson,David Fine,Jesse L. Martin,Drama Musical Romance,Rosario Dawson David Fine Jesse L. Martin Chris Columbus Drama Musical Romance
Chuck Russell,bless the child,Rufus Sewell,Jimmy Smits,Angela Bettis,Crime Drama Horror Thriller,Rufus Sewell Jimmy Smits Angela Bettis Chuck Russell Crime Drama Horror Thriller
Sam Weisman,the out-of-towners,Oliver Hudson,Valerie Perri,Carlease Burke,Comedy,Oliver Hudson Valerie Perri Carlease Burke Sam Weisman Comedy
John Frankenheimer,the island of dr. moreau,Marlon Brando,Temuera Morrison,Marco Hofschneider,Horror Sci-Fi Thriller,Marlon Brando Temuera Morrison Marco Hofschneider John Frankenheimer Horror Sci-Fi Thriller
Peter Hyams,the musketeer,Catherine Deneuve,Justin Chambers,Stephen Rea,Action Adventure Romance,Catherine Deneuve Justin Chambers Stephen Rea Peter Hyams Action Adventure Romance
Justin Chadwick,the other boleyn girl,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,Biography Drama History Romance,Natalie Portman Scarlett Johansson Benedict Cumberbatch Justin Chadwick Biography Drama History Romance
Pat O'Connor,sweet november,Keanu Reeves,Charlize Theron,Frank Langella,Drama Romance,Keanu Reeves Charlize Theron Frank Langella Pat O'Connor Drama Romance
Stephen Hopkins,the reaping,Stephen Rea,Andrea Frankle,William Ragsdale,Horror Thriller,Stephen Rea Andrea Frankle William Ragsdale Stephen Hopkins Horror Thriller
Martin Scorsese,mean streets,Robert De Niro,David Carradine,David Proval,Crime Drama Romance Thriller,Robert De Niro David Carradine David Proval Martin Scorsese Crime Drama Romance Thriller
Penny Marshall,renaissance man,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,Comedy Drama,Ed Begley Jr. Cliff Robertson Lillo Brancato Penny Marshall Comedy Drama
Olivier Megaton,colombiana,Jordi Mollà,Callum Blue,Jesse Borrego,Action Crime Drama Thriller,Jordi Mollà Callum Blue Jesse Borrego Olivier Megaton Action Crime Drama Thriller
Frederik Du Chau,the magic sword: quest for camelot,Gary Oldman,Jaleel White,Eric Idle,Adventure Animation Comedy Drama Family Fantasy Musical,Gary Oldman Jaleel White Eric Idle Frederik Du Chau Adventure Animation Comedy Drama Family Fantasy Musical
Michael Caton-Jones,city by the sea,Robert De Niro,James Franco,John Doman,Crime Drama Mystery Thriller,Robert De Niro James Franco John Doman Michael Caton-Jones Crime Drama Mystery Thriller
Irwin Winkler,at first sight,Mira Sorvino,Nathan Lane,Steven Weber,Drama Romance,Mira Sorvino Nathan Lane Steven Weber Irwin Winkler Drama Romance
Joseph Kahn,torque,Dane Cook,Jay Hernandez,Christina Milian,Action Comedy Crime,Dane Cook Jay Hernandez Christina Milian Joseph Kahn Action Comedy Crime
Harold Becker,city hall,Al Pacino,Martin Landau,Bridget Fonda,Drama Thriller,Al Pacino Martin Landau Bridget Fonda Harold Becker Drama Thriller
Paul Verhoeven,showgirls,Bobbie Phillips,Elizabeth Berkley,Robert Davi,Drama,Bobbie Phillips Elizabeth Berkley Robert Davi Paul Verhoeven Drama
Sofia Coppola,marie antoinette,Kirsten Dunst,Shirley Henderson,Rip Torn,Biography Drama History Romance,Kirsten Dunst Shirley Henderson Rip Torn Sofia Coppola Biography Drama History Romance
Barbet Schroeder,kiss of death,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Action Crime Thriller,Nicolas Cage Michael Rapaport Philip Baker Hall Barbet Schroeder Action Crime Thriller
Stephen Kay,get carter,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Action Crime Drama Thriller,Sylvester Stallone Miranda Richardson Lauren Lee Smith Stephen Kay Action Crime Drama Thriller
J.A. Bayona,the impossible,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,Drama Thriller,Naomi Watts Geraldine Chaplin Oaklee Pendergast J.A. Bayona Drama Thriller
Elaine May,ishtar,Carol Kane,Warren Beatty,Isabelle Adjani,Action Adventure Comedy Music Thriller,Carol Kane Warren Beatty Isabelle Adjani Elaine May Action Adventure Comedy Music Thriller
Wes Anderson,fantastic mr. fox,Bill Murray,Meryl Streep,Helen McCrory,Adventure Animation Comedy Crime Family,Bill Murray Meryl Streep Helen McCrory Wes Anderson Adventure Animation Comedy Crime Family
